age;job;marital;education;default;balance;housing;loan;contact;campaign;deposit
37;housemaid;single;tertiary;no;561;no;no;cellular;1;no
37;services;married;secondary;no;1498;yes;no;cellular;1;no
48;management;divorced;tertiary;no;657;no;yes;cellular;2;no
38;unemployed;married;secondary;no;0;no;no;cellular;2;no
44;technician;divorced;tertiary;no;9192;yes;no;unknown;3;no
43;technician;married;secondary;no;7876;yes;no;cellular;2;no
35;blue-collar;single;secondary;no;0;yes;no;cellular;3;no
40;technician;married;secondary;no;192;no;no;cellular;2;no
42;blue-collar;married;primary;no;803;yes;no;unknown;2;no
51;blue-collar;married;primary;no;1694;no;no;cellular;2;no
46;management;married;secondary;no;5559;no;no;unknown;1;no
40;blue-collar;divorced;primary;no;737;yes;yes;unknown;1;no
51;housemaid;married;unknown;no;174;no;no;telephone;3;no
24;self-employed;single;tertiary;no;931;yes;no;unknown;4;no
31;technician;married;tertiary;no;95;no;no;cellular;6;no
41;entrepreneur;married;primary;no;0;no;no;unknown;2;no
34;technician;single;secondary;no;4367;no;no;cellular;2;no
31;blue-collar;married;primary;no;68;yes;no;unknown;1;no
31;management;single;tertiary;no;1308;no;no;cellular;3;no
52;retired;divorced;primary;no;353;no;no;cellular;4;no
38;blue-collar;married;secondary;no;-40;yes;no;unknown;1;no
31;blue-collar;married;secondary;no;0;yes;no;unknown;1;no
34;admin.;married;secondary;no;-312;yes;no;unknown;1;no
22;student;single;unknown;no;549;no;no;cellular;1;no
60;services;married;secondary;no;8837;yes;no;unknown;4;no
28;blue-collar;married;secondary;no;1020;yes;no;unknown;1;no
31;admin.;married;secondary;no;3540;yes;no;cellular;1;no
32;management;married;tertiary;no;663;no;yes;cellular;3;no
77;retired;married;primary;no;2590;no;no;telephone;5;no
70;retired;married;primary;no;4982;no;no;cellular;2;no
29;services;married;tertiary;no;6;yes;no;unknown;2;no
34;management;married;tertiary;no;118;no;yes;telephone;3;no
38;blue-collar;divorced;primary;no;-258;yes;no;cellular;2;no
45;blue-collar;married;secondary;no;-221;yes;yes;unknown;1;no
40;management;married;secondary;no;2596;no;no;unknown;1;no
34;blue-collar;married;secondary;no;467;yes;no;cellular;2;no
30;technician;divorced;secondary;no;3100;yes;no;cellular;1;no
56;management;divorced;tertiary;no;722;no;no;cellular;3;no
50;technician;married;secondary;no;797;yes;no;unknown;1;no
53;technician;married;tertiary;no;476;yes;no;cellular;1;no
48;unknown;married;unknown;no;558;no;no;cellular;6;no
53;entrepreneur;married;secondary;no;162;yes;no;cellular;2;no
27;technician;single;secondary;no;1842;yes;yes;cellular;2;no
46;blue-collar;married;secondary;no;2348;no;no;cellular;1;no
54;retired;married;primary;no;11;yes;yes;cellular;10;no
36;blue-collar;married;secondary;no;2103;no;yes;unknown;1;no
31;technician;single;tertiary;no;967;no;no;cellular;3;no
58;technician;married;secondary;no;116;no;no;unknown;3;no
48;services;divorced;primary;no;2805;no;yes;cellular;2;no
29;services;married;secondary;no;1386;yes;no;unknown;1;no
57;management;divorced;unknown;no;0;no;no;cellular;1;no
37;admin.;married;secondary;no;0;yes;no;cellular;1;no
53;management;married;secondary;no;90;yes;no;telephone;5;no
58;management;married;secondary;no;37;no;no;cellular;11;no
33;admin.;married;secondary;no;7;yes;no;cellular;1;no
38;management;married;tertiary;no;676;no;no;cellular;3;no
28;blue-collar;single;secondary;no;3817;yes;no;cellular;3;no
28;admin.;single;secondary;no;144;no;yes;cellular;1;no
37;management;single;tertiary;no;230;yes;yes;cellular;2;no
27;management;single;tertiary;yes;0;yes;no;unknown;1;no
36;technician;married;tertiary;no;1109;no;no;cellular;2;no
53;services;married;secondary;no;2925;yes;no;unknown;4;no
26;services;single;secondary;no;397;no;no;cellular;1;no
59;unemployed;single;secondary;no;865;no;no;cellular;1;no
31;technician;single;secondary;no;816;no;no;cellular;2;no
59;management;married;primary;no;396;yes;no;unknown;3;no
40;blue-collar;divorced;secondary;no;0;yes;no;unknown;2;no
27;technician;married;secondary;no;241;no;yes;unknown;1;no
32;services;married;secondary;no;243;yes;yes;unknown;1;no
42;entrepreneur;married;tertiary;no;233;no;no;cellular;1;no
43;services;married;secondary;no;43;yes;no;cellular;1;no
53;self-employed;married;tertiary;no;290;no;yes;cellular;3;no
30;services;single;secondary;no;101;yes;no;cellular;2;no
53;admin.;divorced;secondary;no;1151;yes;no;unknown;1;no
53;technician;divorced;secondary;no;45;no;no;unknown;6;no
57;management;married;tertiary;no;1410;yes;no;cellular;1;no
33;technician;married;secondary;no;1234;no;no;telephone;1;no
38;technician;married;secondary;no;2767;yes;no;cellular;2;no
33;student;single;unknown;no;5969;no;no;cellular;1;no
42;management;divorced;secondary;no;-272;no;no;cellular;1;no
32;blue-collar;single;secondary;no;1036;yes;yes;unknown;2;no
42;technician;married;secondary;no;9324;no;no;cellular;4;no
41;technician;married;secondary;no;1043;yes;yes;unknown;1;no
35;technician;married;tertiary;no;1473;yes;no;unknown;3;no
48;entrepreneur;married;secondary;no;183;yes;no;unknown;9;no
24;management;single;secondary;no;86;no;no;unknown;2;no
59;blue-collar;married;secondary;no;0;yes;no;unknown;4;no
45;blue-collar;married;primary;no;2388;no;no;cellular;2;no
39;admin.;divorced;secondary;no;160;yes;no;cellular;1;no
46;management;married;tertiary;no;385;yes;no;unknown;4;no
38;entrepreneur;married;tertiary;no;4;yes;no;cellular;1;no
30;management;single;tertiary;no;119;no;no;cellular;1;no
52;technician;married;tertiary;no;0;no;yes;cellular;1;no
42;management;divorced;tertiary;no;742;yes;no;unknown;3;no
46;self-employed;divorced;secondary;no;0;no;no;unknown;1;no
33;management;single;tertiary;no;1724;no;no;cellular;6;no
52;retired;married;secondary;no;0;no;no;cellular;5;no
49;self-employed;married;tertiary;no;503;yes;no;cellular;4;no
59;management;single;tertiary;no;68;yes;no;unknown;2;no
58;management;divorced;primary;no;5914;no;no;unknown;4;no
26;technician;single;tertiary;no;192;yes;no;unknown;1;no
41;management;married;tertiary;no;15;no;no;unknown;5;no
41;blue-collar;married;secondary;no;2157;yes;no;unknown;2;no
39;technician;married;secondary;no;3494;yes;no;cellular;1;no
27;housemaid;married;primary;no;275;yes;no;cellular;2;no
47;self-employed;married;secondary;no;318;no;no;cellular;1;no
52;retired;married;tertiary;no;350;no;yes;cellular;1;no
37;technician;married;secondary;no;588;yes;no;cellular;4;no
38;blue-collar;married;secondary;no;2008;yes;no;cellular;1;no
42;technician;single;tertiary;no;35;yes;yes;cellular;1;no
41;technician;married;secondary;no;2152;no;no;cellular;1;no
46;entrepreneur;married;secondary;no;122;no;no;cellular;2;no
40;services;divorced;secondary;no;160;no;no;cellular;3;no
41;student;single;secondary;no;1934;yes;no;cellular;2;no
60;retired;married;tertiary;no;0;yes;no;unknown;4;no
59;retired;married;unknown;no;613;no;no;cellular;2;no
59;retired;married;primary;no;574;no;no;cellular;6;no
28;blue-collar;single;primary;no;0;yes;yes;unknown;4;no
45;admin.;single;secondary;no;341;yes;yes;cellular;2;no
31;blue-collar;divorced;primary;no;158;yes;no;unknown;1;no
31;unemployed;single;tertiary;no;1489;yes;no;cellular;1;no
46;unknown;married;unknown;no;2911;no;no;telephone;9;no
51;self-employed;married;secondary;no;1178;no;no;cellular;2;no
37;admin.;married;secondary;no;96;no;no;cellular;1;no
40;services;married;secondary;no;4157;yes;no;unknown;1;no
31;blue-collar;single;secondary;yes;-575;yes;no;unknown;9;no
38;blue-collar;married;primary;no;3419;yes;no;unknown;5;no
39;technician;single;secondary;no;1104;no;no;cellular;2;no
29;services;married;secondary;no;57;yes;no;telephone;9;no
65;retired;married;primary;no;343;no;no;telephone;2;no
26;admin.;single;secondary;no;-326;yes;no;unknown;3;no
44;admin.;married;secondary;no;0;no;no;cellular;1;no
27;management;single;tertiary;no;3104;yes;no;unknown;2;no
35;management;married;tertiary;no;648;no;no;cellular;2;no
36;admin.;single;secondary;no;10041;yes;no;cellular;2;no
36;management;single;tertiary;yes;-508;yes;no;cellular;2;no
24;blue-collar;single;secondary;no;327;yes;no;unknown;2;no
33;management;single;tertiary;no;1150;yes;no;telephone;2;no
53;management;single;tertiary;no;1074;yes;no;unknown;2;no
45;services;married;secondary;no;27;yes;yes;cellular;2;no
37;technician;married;secondary;no;3720;yes;no;cellular;1;no
60;blue-collar;divorced;primary;no;92;yes;no;unknown;3;no
30;management;single;tertiary;no;7845;yes;no;unknown;1;no
37;blue-collar;married;primary;no;157;yes;no;unknown;8;no
34;unemployed;married;secondary;no;428;yes;no;cellular;2;no
28;blue-collar;married;secondary;no;0;yes;no;cellular;4;no
44;technician;single;secondary;no;54;no;yes;cellular;2;no
34;management;married;tertiary;no;13;yes;no;cellular;1;no
70;retired;married;primary;no;3230;no;no;cellular;1;no
38;management;single;tertiary;no;1637;no;yes;cellular;1;no
32;admin.;single;secondary;no;6981;yes;no;cellular;1;no
39;entrepreneur;married;tertiary;yes;1;yes;yes;unknown;1;no
38;technician;divorced;secondary;no;631;yes;no;cellular;2;no
36;housemaid;divorced;tertiary;no;7296;yes;no;cellular;6;no
32;blue-collar;single;tertiary;no;3014;yes;no;cellular;2;no
34;technician;single;secondary;no;920;yes;no;cellular;1;no
49;management;married;tertiary;no;735;yes;no;unknown;3;no
45;management;married;tertiary;no;1300;no;no;cellular;3;no
24;admin.;married;secondary;no;541;yes;no;unknown;4;no
47;management;married;tertiary;no;0;no;no;cellular;2;no
36;management;married;tertiary;no;1257;no;no;cellular;9;no
25;services;married;secondary;no;4522;yes;no;cellular;4;no
30;admin.;single;secondary;no;585;no;yes;cellular;6;no
29;unemployed;single;tertiary;no;150;yes;no;cellular;1;no
27;services;married;secondary;no;202;yes;no;telephone;2;no
57;admin.;married;secondary;no;2137;no;no;telephone;7;no
38;self-employed;divorced;secondary;no;2674;yes;no;unknown;2;no
43;blue-collar;married;secondary;no;625;yes;no;unknown;1;no
35;management;single;secondary;no;73;yes;no;unknown;2;no
38;management;married;tertiary;no;2656;no;no;cellular;2;no
71;retired;married;secondary;no;3;no;no;cellular;3;no
36;blue-collar;married;secondary;no;0;no;no;cellular;1;no
40;blue-collar;married;secondary;no;95;no;yes;unknown;4;no
50;blue-collar;married;primary;no;106;no;no;cellular;2;no
31;management;married;tertiary;no;477;yes;no;cellular;5;no
33;services;divorced;secondary;no;1529;yes;no;telephone;1;no
57;technician;married;secondary;no;28;yes;no;cellular;1;no
32;services;single;tertiary;no;1743;yes;no;cellular;1;no
52;blue-collar;married;primary;no;924;no;no;cellular;4;no
30;admin.;single;secondary;no;457;no;no;cellular;2;no
40;admin.;married;secondary;no;0;yes;no;cellular;1;no
50;admin.;married;secondary;no;736;yes;no;unknown;1;no
32;management;married;tertiary;no;0;no;no;cellular;2;no
36;admin.;single;secondary;no;787;no;no;unknown;1;no
60;admin.;married;secondary;no;-396;yes;no;cellular;1;no
48;services;married;secondary;no;1573;no;no;cellular;1;no
72;retired;married;primary;no;0;no;no;cellular;2;no
46;blue-collar;married;secondary;no;524;yes;no;telephone;7;no
45;blue-collar;married;primary;no;1558;yes;no;cellular;1;no
50;admin.;married;secondary;no;159;yes;no;unknown;2;no
29;management;married;tertiary;yes;53;yes;no;cellular;17;no
40;management;single;unknown;no;838;yes;no;unknown;3;no
49;technician;married;secondary;no;3144;no;no;cellular;2;no
42;services;married;secondary;no;737;yes;no;unknown;2;no
43;technician;married;secondary;no;4056;no;no;cellular;6;no
36;admin.;married;secondary;no;162;yes;yes;cellular;2;no
37;technician;married;primary;no;0;yes;no;unknown;4;no
59;retired;divorced;primary;no;217;yes;no;unknown;3;no
75;retired;married;primary;no;3324;no;no;cellular;1;no
53;management;married;secondary;no;2895;yes;no;unknown;1;no
53;management;married;tertiary;no;0;yes;no;cellular;3;no
57;retired;married;tertiary;no;11254;no;no;cellular;2;no
30;technician;married;secondary;no;-280;yes;no;cellular;2;no
44;services;married;secondary;no;808;yes;no;unknown;2;no
51;blue-collar;married;primary;no;0;no;no;unknown;2;no
30;blue-collar;married;secondary;no;246;yes;no;cellular;2;no
42;blue-collar;married;secondary;no;-972;yes;no;unknown;1;no
48;blue-collar;married;secondary;no;750;no;no;cellular;2;no
40;unemployed;married;tertiary;no;2430;no;no;cellular;2;no
36;technician;married;secondary;no;-179;yes;no;cellular;1;no
40;admin.;married;secondary;no;1412;no;no;cellular;3;no
47;housemaid;married;secondary;yes;-1531;yes;no;cellular;8;no
39;management;married;tertiary;no;51;no;no;cellular;2;no
41;services;married;unknown;no;88;yes;no;cellular;1;no
42;housemaid;married;primary;no;-209;no;yes;cellular;2;no
50;housemaid;single;secondary;no;799;no;no;telephone;1;no
58;retired;married;tertiary;no;4048;no;yes;cellular;5;no
70;retired;married;secondary;no;1310;no;no;cellular;1;no
29;management;single;tertiary;no;573;yes;yes;unknown;4;no
56;management;married;tertiary;no;6798;yes;no;cellular;1;no
32;self-employed;married;tertiary;no;1214;no;no;cellular;2;no
39;technician;single;unknown;no;75;no;no;unknown;1;no
33;management;divorced;tertiary;no;387;no;no;cellular;5;no
47;technician;married;secondary;no;2246;yes;no;cellular;1;no
39;blue-collar;divorced;primary;no;3;no;yes;unknown;1;no
34;technician;married;secondary;no;883;no;no;cellular;3;no
36;blue-collar;married;primary;no;1503;no;no;cellular;1;no
40;blue-collar;married;primary;no;-322;yes;yes;unknown;1;no
34;technician;married;primary;no;1301;no;no;cellular;1;no
54;blue-collar;married;primary;no;950;yes;no;unknown;2;no
36;management;married;tertiary;no;2326;yes;no;cellular;5;no
34;blue-collar;married;primary;no;-78;yes;no;unknown;1;no
50;admin.;divorced;secondary;yes;2405;yes;no;cellular;1;no
48;technician;divorced;tertiary;no;113;no;yes;cellular;1;no
35;services;married;tertiary;no;4564;no;no;cellular;6;no
33;services;married;secondary;no;387;yes;no;cellular;2;no
42;technician;married;secondary;no;1865;yes;no;unknown;1;no
31;technician;single;secondary;no;4105;no;no;cellular;1;no
54;blue-collar;married;primary;no;258;no;no;telephone;1;no
55;management;married;primary;no;19;yes;no;unknown;3;no
30;management;single;tertiary;no;3773;yes;no;cellular;4;no
30;services;married;secondary;no;1808;yes;no;cellular;2;no
59;management;divorced;tertiary;no;1304;no;no;unknown;1;no
50;admin.;single;secondary;no;3702;no;no;cellular;5;no
59;retired;married;secondary;no;163;no;no;cellular;1;no
27;services;single;secondary;no;-151;no;no;cellular;2;no
25;management;single;tertiary;no;1602;yes;no;cellular;1;no
37;admin.;married;secondary;no;1314;yes;no;cellular;1;no
36;technician;married;secondary;no;84;yes;no;unknown;1;no
56;retired;married;primary;no;1906;no;yes;unknown;9;no
52;management;married;tertiary;no;291;no;no;cellular;3;no
36;services;divorced;secondary;no;223;yes;yes;cellular;1;no
30;technician;married;secondary;no;207;yes;no;unknown;2;no
31;management;single;tertiary;no;518;yes;no;cellular;1;no
55;retired;married;secondary;no;241;yes;no;unknown;6;no
28;admin.;single;secondary;no;-126;no;yes;cellular;4;no
44;management;single;secondary;no;421;no;yes;cellular;1;no
28;blue-collar;single;secondary;no;38;yes;no;unknown;1;no
25;technician;single;tertiary;no;800;yes;no;unknown;4;no
39;admin.;divorced;secondary;no;32;no;yes;unknown;10;no
32;management;married;secondary;no;1477;yes;no;cellular;1;no
42;blue-collar;married;secondary;no;160;yes;yes;unknown;1;no
31;blue-collar;single;secondary;no;4415;yes;no;unknown;1;no
38;technician;divorced;secondary;no;-397;yes;yes;cellular;9;no
30;admin.;married;secondary;no;590;no;no;cellular;3;no
50;technician;married;secondary;no;778;no;no;cellular;1;no
50;management;married;tertiary;no;19;no;yes;cellular;1;no
47;unemployed;married;secondary;yes;0;no;no;cellular;2;no
29;blue-collar;married;secondary;no;-28;yes;no;unknown;1;no
34;entrepreneur;married;secondary;no;3119;yes;no;unknown;4;no
54;management;married;tertiary;no;122;yes;no;cellular;3;no
43;admin.;married;secondary;no;0;no;no;unknown;12;no
47;blue-collar;married;primary;no;4157;no;no;unknown;3;no
55;retired;married;secondary;no;102;yes;no;unknown;1;no
35;services;married;secondary;no;437;yes;no;unknown;1;no
32;blue-collar;married;secondary;no;1;yes;no;cellular;3;no
49;blue-collar;married;primary;yes;-354;no;yes;cellular;1;no
39;management;single;tertiary;no;1234;no;no;telephone;4;no
32;technician;married;secondary;no;901;yes;no;unknown;3;no
49;blue-collar;married;primary;no;247;no;yes;cellular;1;no
32;blue-collar;single;primary;no;180;yes;no;cellular;1;no
47;management;married;tertiary;no;274;no;yes;cellular;2;no
42;blue-collar;single;primary;no;92;no;no;cellular;2;no
52;admin.;married;primary;no;813;no;yes;cellular;2;no
31;technician;single;secondary;no;1170;yes;no;unknown;2;no
52;blue-collar;divorced;primary;yes;-183;yes;no;unknown;1;no
38;management;married;tertiary;no;0;no;no;cellular;18;no
53;blue-collar;married;secondary;no;136;yes;no;unknown;1;no
40;technician;married;tertiary;no;103;yes;no;unknown;2;no
31;admin.;married;secondary;no;23;no;no;cellular;7;no
53;technician;married;unknown;no;2242;no;no;cellular;14;no
46;blue-collar;married;secondary;no;137;no;no;unknown;3;no
49;admin.;married;secondary;no;1047;no;no;cellular;4;no
34;technician;single;secondary;no;5731;yes;no;cellular;3;no
63;entrepreneur;married;tertiary;no;2707;no;no;telephone;4;no
41;technician;married;secondary;no;-329;no;no;telephone;8;no
55;blue-collar;married;primary;no;158;yes;no;unknown;18;no
29;entrepreneur;single;tertiary;no;219;yes;no;cellular;2;no
47;blue-collar;married;secondary;no;2775;no;no;unknown;1;no
37;blue-collar;married;primary;no;461;yes;no;unknown;2;no
38;technician;single;secondary;no;145;yes;no;unknown;2;no
29;technician;single;secondary;no;309;yes;no;unknown;1;no
41;management;married;primary;no;733;yes;no;cellular;1;no
53;technician;married;secondary;no;8417;yes;no;unknown;1;no
40;retired;single;secondary;no;1400;no;no;unknown;7;no
56;services;divorced;secondary;no;72;yes;yes;cellular;1;no
34;management;single;tertiary;no;0;yes;no;unknown;1;no
28;management;single;tertiary;no;9710;no;no;cellular;2;no
41;self-employed;married;unknown;no;1377;yes;no;cellular;4;no
32;unemployed;married;unknown;no;881;no;no;cellular;5;no
51;blue-collar;married;secondary;no;0;yes;no;unknown;2;no
33;blue-collar;married;secondary;no;285;no;yes;unknown;1;no
34;blue-collar;single;secondary;no;550;yes;no;cellular;3;no
26;unemployed;married;secondary;no;285;yes;no;cellular;2;no
31;technician;married;secondary;no;-360;yes;no;unknown;2;no
39;entrepreneur;married;secondary;no;0;no;no;cellular;7;no
50;management;married;tertiary;yes;72;no;no;cellular;13;no
33;services;married;secondary;no;930;no;yes;cellular;2;no
44;technician;married;tertiary;no;717;no;no;cellular;2;no
38;blue-collar;married;secondary;no;67;no;no;cellular;1;no
33;blue-collar;married;secondary;no;6227;yes;no;unknown;2;no
32;blue-collar;single;secondary;no;5252;yes;no;unknown;2;no
33;management;single;tertiary;no;561;no;no;cellular;1;no
55;technician;married;unknown;no;1393;yes;yes;telephone;5;no
27;blue-collar;married;secondary;no;-330;yes;yes;cellular;1;no
39;management;divorced;tertiary;no;3261;yes;no;unknown;17;no
21;services;single;secondary;no;361;no;no;telephone;1;no
57;blue-collar;married;unknown;no;807;yes;no;unknown;2;no
29;self-employed;married;tertiary;no;2305;no;no;cellular;2;no
45;admin.;single;secondary;no;-11;yes;no;cellular;1;no
46;management;single;tertiary;no;2223;no;no;unknown;3;no
47;admin.;married;secondary;no;29;no;yes;cellular;8;no
44;blue-collar;single;primary;no;1308;no;yes;unknown;1;no
43;self-employed;single;primary;no;1337;yes;yes;cellular;2;no
44;management;married;tertiary;no;17361;no;no;unknown;1;no
52;retired;married;primary;no;6;no;no;cellular;2;no
33;technician;divorced;secondary;no;370;yes;no;cellular;4;no
27;technician;married;tertiary;no;8;yes;yes;cellular;1;no
43;management;divorced;tertiary;no;666;no;no;cellular;3;no
29;admin.;married;secondary;no;0;yes;no;unknown;1;no
43;management;married;tertiary;no;1336;yes;yes;cellular;2;no
34;blue-collar;married;tertiary;no;17672;no;no;cellular;1;no
30;management;single;tertiary;yes;35;no;no;cellular;4;no
56;management;married;tertiary;no;705;no;no;cellular;2;no
46;admin.;divorced;secondary;no;2087;no;no;cellular;1;no
42;technician;married;secondary;no;4466;no;no;cellular;2;no
51;blue-collar;married;primary;no;844;yes;no;unknown;3;no
30;blue-collar;married;secondary;no;321;yes;no;cellular;2;no
41;management;married;tertiary;no;2781;yes;no;cellular;2;no
57;retired;married;tertiary;no;34;no;yes;cellular;1;no
36;blue-collar;married;secondary;no;29;yes;yes;cellular;1;no
47;blue-collar;single;unknown;no;2443;no;no;unknown;1;no
37;admin.;divorced;secondary;no;3975;yes;no;cellular;2;no
33;technician;married;secondary;no;256;yes;no;cellular;1;no
49;management;divorced;tertiary;no;696;yes;no;unknown;3;no
34;management;married;tertiary;no;63;no;no;cellular;1;no
54;blue-collar;married;primary;no;316;yes;no;cellular;1;no
39;blue-collar;married;primary;no;-119;no;no;unknown;6;no
58;retired;single;primary;no;6570;no;no;cellular;3;no
36;blue-collar;married;secondary;no;418;yes;yes;cellular;2;no
46;management;married;tertiary;no;0;yes;no;cellular;2;no
31;admin.;married;secondary;no;8784;yes;no;unknown;2;no
31;technician;single;secondary;no;1970;no;no;telephone;3;no
50;blue-collar;divorced;secondary;no;204;yes;yes;unknown;1;no
40;management;married;secondary;no;643;yes;no;cellular;2;no
47;blue-collar;married;primary;no;304;yes;no;unknown;1;no
26;management;single;tertiary;no;1177;no;no;cellular;1;no
29;technician;single;secondary;no;544;yes;no;unknown;1;no
38;management;married;tertiary;no;-498;no;no;cellular;6;no
57;services;married;secondary;no;0;yes;no;cellular;9;no
47;blue-collar;married;primary;no;209;no;no;cellular;6;no
56;blue-collar;married;unknown;no;665;yes;no;unknown;2;no
37;entrepreneur;married;tertiary;no;310;no;no;cellular;1;no
66;management;married;unknown;no;2149;yes;no;cellular;6;no
49;unemployed;married;secondary;no;13818;no;no;cellular;1;no
31;unknown;married;tertiary;no;526;no;no;cellular;13;no
30;management;single;tertiary;no;-218;yes;no;cellular;15;no
42;blue-collar;divorced;primary;no;419;yes;yes;unknown;4;no
55;technician;married;secondary;no;517;yes;yes;cellular;3;no
33;admin.;single;secondary;no;61;no;no;cellular;4;no
33;management;married;tertiary;no;0;yes;yes;cellular;2;no
43;blue-collar;married;secondary;no;514;yes;yes;cellular;2;no
32;unemployed;married;secondary;no;365;yes;no;cellular;3;no
42;blue-collar;married;primary;no;480;yes;no;unknown;12;no
53;entrepreneur;single;unknown;no;717;no;no;cellular;2;no
42;management;married;tertiary;no;24780;no;no;cellular;2;no
37;admin.;married;secondary;no;1396;yes;no;cellular;2;no
31;services;married;secondary;no;414;yes;no;unknown;1;no
57;admin.;divorced;secondary;no;3100;no;yes;cellular;2;no
33;admin.;married;secondary;no;0;no;yes;cellular;5;no
57;management;married;tertiary;yes;1218;yes;no;cellular;6;no
30;technician;divorced;secondary;no;789;yes;no;cellular;1;no
31;management;married;tertiary;no;859;yes;yes;cellular;3;no
33;technician;married;secondary;no;0;no;no;cellular;8;no
33;blue-collar;married;primary;no;3868;yes;no;unknown;1;no
53;management;married;tertiary;no;232;yes;no;telephone;1;no
38;blue-collar;divorced;secondary;no;1686;yes;no;unknown;28;no
60;blue-collar;married;primary;no;29184;no;no;telephone;2;no
36;technician;single;secondary;no;144;no;no;cellular;1;no
27;services;single;secondary;no;194;yes;no;unknown;1;no
32;entrepreneur;single;tertiary;no;7641;yes;yes;cellular;10;no
45;blue-collar;married;primary;no;351;yes;no;unknown;1;no
28;management;single;tertiary;no;150;yes;no;unknown;1;no
57;retired;married;primary;no;1532;no;no;telephone;3;no
37;self-employed;married;secondary;no;1549;yes;no;unknown;7;no
47;management;married;tertiary;no;1057;no;no;cellular;2;no
35;management;married;secondary;no;839;yes;no;unknown;3;no
32;blue-collar;divorced;secondary;no;880;yes;yes;unknown;1;no
41;admin.;single;secondary;no;4464;yes;no;telephone;2;no
35;technician;married;tertiary;no;6;yes;no;cellular;1;no
26;technician;single;secondary;no;0;no;yes;cellular;26;no
47;technician;divorced;tertiary;no;694;yes;no;cellular;4;no
36;blue-collar;married;secondary;no;153;yes;no;cellular;1;no
46;management;married;tertiary;no;110;yes;yes;cellular;5;no
30;management;single;tertiary;no;640;no;no;cellular;4;no
44;blue-collar;married;secondary;no;3060;yes;no;cellular;1;no
47;technician;divorced;secondary;no;2836;no;yes;cellular;2;no
49;blue-collar;married;secondary;no;1127;yes;yes;cellular;2;no
55;technician;married;tertiary;no;11;no;no;cellular;2;no
56;blue-collar;married;unknown;no;982;yes;yes;cellular;2;no
28;services;married;secondary;no;222;yes;no;unknown;23;no
34;admin.;divorced;secondary;no;627;yes;no;unknown;2;no
55;management;married;tertiary;no;5010;no;no;cellular;1;no
27;student;single;unknown;no;468;no;no;cellular;2;no
38;management;divorced;tertiary;no;155;yes;no;unknown;26;no
43;services;married;secondary;no;2478;yes;no;cellular;1;no
55;management;divorced;tertiary;no;668;no;no;cellular;6;no
30;blue-collar;married;primary;no;35;yes;no;cellular;2;no
48;blue-collar;married;primary;no;3304;no;no;unknown;3;no
30;blue-collar;married;secondary;no;0;yes;no;unknown;1;no
58;housemaid;married;primary;no;237;no;no;telephone;3;no
39;unknown;single;unknown;no;0;no;no;telephone;1;no
35;technician;single;secondary;no;-54;yes;no;unknown;2;no
41;blue-collar;married;secondary;no;0;no;no;unknown;2;no
32;technician;married;tertiary;no;240;yes;yes;cellular;3;no
48;technician;married;secondary;no;759;yes;no;cellular;5;no
76;retired;married;unknown;no;992;no;no;cellular;2;no
43;management;married;tertiary;no;1379;yes;no;unknown;3;no
46;unknown;married;tertiary;no;8564;no;no;cellular;2;no
59;retired;married;unknown;no;0;no;no;cellular;4;no
29;management;single;tertiary;no;119;yes;no;unknown;2;no
31;technician;married;secondary;no;450;no;yes;cellular;2;no
36;admin.;married;secondary;no;746;yes;no;cellular;3;no
46;self-employed;single;primary;no;2032;no;no;cellular;2;no
37;management;married;tertiary;no;636;no;yes;unknown;2;no
48;technician;married;secondary;no;-938;yes;no;cellular;1;no
31;management;single;tertiary;no;2007;yes;no;unknown;1;no
39;blue-collar;divorced;secondary;no;33;no;no;cellular;4;no
39;management;single;unknown;no;2887;yes;no;unknown;2;no
39;housemaid;married;secondary;no;1444;no;no;cellular;1;no
55;management;married;tertiary;no;42;yes;no;telephone;2;no
54;retired;married;secondary;no;522;no;yes;cellular;3;no
32;housemaid;married;secondary;no;0;no;no;cellular;2;no
37;blue-collar;married;secondary;no;3884;yes;no;cellular;5;no
36;services;married;secondary;no;472;yes;no;unknown;1;no
60;retired;married;secondary;no;2060;no;no;cellular;1;no
25;services;single;secondary;no;628;no;no;cellular;1;no
50;management;married;tertiary;no;398;no;no;telephone;5;no
59;retired;married;secondary;no;417;yes;no;cellular;2;no
58;unemployed;married;secondary;no;610;yes;no;telephone;2;no
49;technician;single;tertiary;no;2585;no;no;unknown;1;no
47;technician;married;secondary;no;321;yes;yes;unknown;1;no
38;services;married;primary;no;0;yes;no;cellular;2;no
32;management;single;tertiary;yes;4;no;no;cellular;1;no
40;blue-collar;single;unknown;no;29;no;no;telephone;2;no
50;technician;married;secondary;no;892;yes;yes;unknown;1;no
35;management;single;tertiary;no;0;no;yes;cellular;4;no
47;admin.;married;secondary;no;1387;yes;no;cellular;1;no
27;admin.;single;secondary;no;454;no;yes;cellular;2;no
48;housemaid;single;secondary;no;71;no;no;cellular;3;no
40;blue-collar;married;primary;no;-35;yes;no;cellular;3;no
35;self-employed;married;secondary;no;2251;no;no;cellular;8;no
39;housemaid;married;primary;no;2460;no;no;cellular;3;no
34;blue-collar;married;secondary;no;34;no;no;cellular;1;no
36;admin.;single;secondary;no;1281;no;no;telephone;2;no
56;blue-collar;divorced;primary;no;3021;no;no;unknown;2;no
30;technician;married;tertiary;no;141;no;no;cellular;2;no
