age;job;balance;loan;marital;education;default;housing;contact;campaign;deposit
46;technician;841;no;married;tertiary;no;yes;unknown;1;no
44;services;206;no;divorced;secondary;no;yes;cellular;1;no
51;blue-collar;984;no;married;secondary;no;yes;telephone;4;no
39;technician;201;yes;single;secondary;no;no;unknown;4;no
41;technician;585;no;married;tertiary;no;yes;telephone;1;no
33;management;8514;no;single;tertiary;no;no;cellular;1;no
31;admin.;728;yes;married;secondary;no;yes;cellular;1;no
60;entrepreneur;NA;no;divorced;secondary;no;yes;unknown;1;no
34;technician;1246;no;married;secondary;no;no;unknown;3;no
58;services;818;no;married;secondary;no;no;cellular;1;no
36;admin.;1815;no;single;unknown;no;no;unknown;1;no
42;technician;0;no;married;secondary;no;no;cellular;2;no
44;services;210;yes;divorced;secondary;no;no;unknown;2;no
31;services;71;no;married;secondary;no;yes;cellular;2;no
51;blue-collar;1869;no;married;primary;no;no;unknown;3;no
59;admin.;1040;no;married;primary;no;no;telephone;1;no
33;admin.;920;no;married;secondary;no;no;cellular;1;no
47;blue-collar;668;no;married;secondary;no;yes;cellular;6;no
43;management;36;NA;divorced;tertiary;no;no;cellular;1;no
44;housemaid;-972;yes;married;primary;yes;yes;unknown;2;no
NA;admin.;382;no;single;secondary;no;yes;unknown;1;no
30;NA;-170;yes;married;secondary;no;yes;unknown;1;no
NA;management;5172;no;married;unknown;no;yes;unknown;3;no
53;technician;1;no;single;tertiary;no;no;cellular;1;no
46;blue-collar;NA;no;married;secondary;no;yes;telephone;2;no
41;management;3016;no;married;tertiary;no;yes;cellular;3;no
44;blue-collar;0;no;married;primary;no;yes;cellular;2;no
38;management;1101;no;married;tertiary;no;yes;telephone;1;no
43;NA;3578;no;divorced;tertiary;no;no;cellular;2;no
41;blue-collar;0;yes;married;primary;no;yes;unknown;1;no
44;blue-collar;0;no;married;secondary;no;yes;cellular;1;no
31;blue-collar;-190;yes;married;secondary;no;yes;cellular;3;no
59;self-employed;185;no;married;tertiary;no;no;cellular;1;no
30;management;156;no;single;tertiary;no;yes;unknown;9;no
NA;blue-collar;503;yes;married;secondary;no;yes;unknown;2;no
57;retired;485;no;married;secondary;no;no;cellular;2;no
53;technician;392;NA;divorced;secondary;no;yes;cellular;1;no
35;blue-collar;625;no;married;secondary;no;no;cellular;1;no
49;services;468;no;married;primary;no;no;cellular;2;no
41;management;280;no;married;secondary;no;yes;cellular;1;no
40;services;181;no;married;secondary;no;yes;unknown;1;no
57;admin.;NA;no;married;unknown;no;no;cellular;22;no
38;management;1349;no;married;unknown;no;yes;unknown;1;no
49;services;5737;no;married;primary;no;yes;unknown;2;no
38;management;NA;NA;married;tertiary;no;yes;cellular;1;no
26;admin.;5231;yes;married;secondary;no;no;cellular;2;no
34;admin.;3185;no;married;secondary;no;yes;unknown;1;no
58;management;3228;no;married;tertiary;no;no;cellular;2;no
30;services;80;no;married;secondary;no;yes;unknown;2;no
52;blue-collar;2800;no;divorced;primary;no;no;unknown;1;no
30;technician;10;no;single;tertiary;no;no;cellular;8;no
52;blue-collar;331;no;married;secondary;no;no;cellular;4;no
34;entrepreneur;223;yes;married;secondary;no;no;cellular;6;no
33;blue-collar;0;no;married;primary;no;no;cellular;1;no
34;NA;35;no;married;tertiary;no;yes;cellular;1;no
23;admin.;299;no;married;secondary;no;yes;unknown;1;no
37;blue-collar;240;no;married;primary;no;yes;cellular;1;no
59;management;3534;no;married;unknown;no;no;cellular;4;no
42;management;223;no;married;tertiary;no;no;cellular;6;no
50;admin.;-194;no;divorced;secondary;no;yes;cellular;2;no
41;technician;1545;yes;divorced;secondary;no;no;cellular;2;no
34;technician;440;NA;single;secondary;no;yes;cellular;2;no
57;management;2538;yes;married;primary;no;no;telephone;2;no
52;services;337;no;married;unknown;no;yes;unknown;3;no
61;retired;-492;NA;married;unknown;no;no;unknown;1;no
31;NA;53;no;single;tertiary;no;no;cellular;2;no
27;student;91;no;single;secondary;no;no;telephone;6;no
48;blue-collar;316;no;single;primary;no;no;unknown;2;no
27;management;3196;no;single;unknown;no;no;cellular;2;no
NA;blue-collar;2697;no;married;secondary;no;yes;cellular;1;no
28;student;3;no;single;tertiary;no;no;cellular;2;no
34;services;244;no;married;secondary;no;no;cellular;2;no
42;services;410;no;single;unknown;no;no;cellular;2;no
39;NA;159;NA;married;secondary;no;no;cellular;1;no
30;management;6432;no;married;tertiary;no;yes;cellular;2;no
35;blue-collar;-701;yes;married;secondary;no;yes;cellular;3;no
43;housemaid;24;no;single;primary;no;no;cellular;2;no
33;management;296;no;married;tertiary;no;no;cellular;2;no
24;blue-collar;1;no;single;secondary;no;yes;cellular;2;no
39;technician;1965;no;married;secondary;no;yes;unknown;1;no
27;technician;501;yes;single;tertiary;no;no;telephone;4;no
50;blue-collar;3558;no;married;secondary;no;no;cellular;10;no
30;blue-collar;177;NA;married;secondary;no;yes;cellular;2;no
52;technician;204;no;divorced;secondary;no;no;cellular;2;no
30;admin.;46;no;married;secondary;no;yes;unknown;2;no
35;technician;NA;no;divorced;secondary;no;yes;cellular;1;no
36;admin.;810;NA;single;secondary;no;yes;unknown;1;no
39;management;1914;no;single;tertiary;no;no;cellular;4;no
43;admin.;56831;no;single;secondary;no;no;unknown;1;no
43;admin.;386;no;single;secondary;no;no;cellular;1;no
46;admin.;NA;no;married;primary;no;yes;cellular;1;no
33;admin.;69;yes;married;tertiary;no;no;cellular;2;no
56;entrepreneur;-124;no;married;tertiary;no;yes;unknown;5;no
60;retired;600;no;married;primary;no;no;cellular;6;no
48;management;3842;no;married;tertiary;no;no;cellular;1;no
31;blue-collar;-720;yes;married;secondary;no;yes;unknown;2;no
36;NA;1127;no;single;secondary;no;yes;cellular;1;no
24;student;423;NA;single;secondary;no;yes;unknown;3;no
27;blue-collar;-59;NA;married;secondary;no;no;cellular;3;no
NA;admin.;0;yes;married;secondary;no;yes;cellular;1;no
29;technician;NA;no;married;tertiary;no;yes;unknown;1;no
42;self-employed;NA;no;married;secondary;no;no;cellular;4;no
44;management;1451;no;married;tertiary;no;yes;cellular;7;no
42;blue-collar;NA;no;married;unknown;no;yes;cellular;2;no
39;NA;283;no;married;secondary;no;yes;unknown;2;no
45;management;16;no;single;tertiary;no;no;cellular;2;no
36;blue-collar;973;yes;married;primary;no;yes;unknown;1;no
34;blue-collar;1257;no;married;secondary;no;yes;unknown;7;no
43;technician;-1701;no;married;secondary;no;yes;unknown;1;no
32;blue-collar;567;no;single;secondary;no;yes;cellular;2;no
38;technician;-1;no;married;tertiary;no;no;cellular;4;no
29;NA;3310;no;married;secondary;no;no;cellular;1;no
28;blue-collar;115;no;married;primary;no;yes;unknown;4;no
33;management;321;no;single;tertiary;no;no;cellular;2;no
43;NA;71;no;married;secondary;no;no;unknown;5;no
42;unemployed;759;no;divorced;secondary;no;no;cellular;1;no
33;management;23;yes;married;tertiary;no;yes;cellular;1;no
32;technician;3297;NA;single;secondary;no;no;cellular;2;no
42;housemaid;578;no;single;secondary;no;no;telephone;1;no
42;housemaid;4279;no;married;primary;no;yes;cellular;1;no
29;blue-collar;234;no;single;secondary;no;yes;cellular;1;no
27;NA;1137;no;single;tertiary;no;yes;cellular;1;no
38;management;8669;no;single;tertiary;no;yes;telephone;3;no
45;NA;488;no;married;primary;no;yes;telephone;11;no
32;management;1077;no;single;tertiary;no;no;cellular;1;no
33;technician;4790;no;married;secondary;no;yes;cellular;1;no
48;technician;256;no;married;secondary;no;yes;unknown;4;no
53;blue-collar;974;no;married;secondary;no;yes;unknown;2;no
23;technician;NA;no;single;unknown;no;yes;cellular;3;no
41;blue-collar;196;no;married;secondary;no;yes;unknown;1;no
41;admin.;2002;no;single;secondary;no;yes;cellular;2;no
50;services;218;no;married;tertiary;no;yes;unknown;2;no
28;blue-collar;1011;no;single;secondary;no;yes;cellular;3;no
54;retired;2761;no;divorced;secondary;no;no;cellular;1;no
NA;services;92;yes;divorced;primary;no;yes;unknown;3;no
NA;self-employed;10005;no;married;tertiary;no;yes;cellular;3;no
54;management;1168;no;married;tertiary;no;no;telephone;5;no
28;services;168;no;single;secondary;no;yes;cellular;1;no
32;technician;1710;no;single;tertiary;no;yes;cellular;1;no
39;services;207;no;married;secondary;no;no;unknown;2;no
29;technician;18;NA;single;secondary;no;no;cellular;3;no
46;admin.;306;no;single;unknown;no;yes;cellular;5;no
37;entrepreneur;8;yes;married;primary;no;yes;cellular;1;no
30;management;-250;no;married;tertiary;no;yes;unknown;6;no
41;blue-collar;449;yes;married;secondary;no;yes;cellular;2;no
39;unemployed;1654;no;married;secondary;no;no;unknown;6;no
38;blue-collar;714;no;married;primary;no;yes;unknown;3;no
55;management;1498;no;single;tertiary;no;no;cellular;5;no
29;services;695;no;single;secondary;no;no;unknown;1;no
36;technician;-15;no;single;secondary;no;yes;unknown;3;no
60;blue-collar;14;yes;married;primary;no;yes;cellular;4;no
43;NA;-287;no;divorced;secondary;no;yes;cellular;4;no
45;blue-collar;0;no;married;primary;no;yes;cellular;1;no
36;management;-978;no;divorced;tertiary;no;yes;cellular;3;no
53;blue-collar;0;no;married;secondary;no;yes;cellular;2;no
41;self-employed;20;no;married;secondary;no;no;unknown;1;no
51;blue-collar;700;no;married;secondary;no;no;cellular;4;no
34;blue-collar;-58;yes;married;secondary;no;yes;unknown;2;no
29;management;841;no;single;tertiary;no;no;cellular;1;no
35;self-employed;951;no;single;secondary;no;yes;cellular;2;no
40;management;NA;yes;married;tertiary;no;no;cellular;1;no
26;student;641;no;single;tertiary;no;yes;cellular;1;no
32;technician;195;no;single;tertiary;no;yes;cellular;2;no
31;technician;11;no;married;tertiary;no;no;cellular;2;no
39;management;NA;no;single;secondary;no;no;unknown;1;no
30;technician;450;yes;married;secondary;no;no;cellular;4;no
40;technician;8379;no;married;secondary;no;no;unknown;6;no
32;NA;206;no;married;primary;no;yes;unknown;2;no
46;admin.;1544;NA;single;secondary;no;yes;unknown;1;no
41;technician;2990;NA;married;secondary;no;yes;unknown;3;no
35;entrepreneur;866;no;single;secondary;no;yes;cellular;1;no
40;unemployed;1744;no;single;secondary;no;yes;unknown;11;no
58;management;-382;no;married;secondary;no;no;telephone;4;no
48;blue-collar;214;yes;married;primary;no;yes;cellular;1;no
NA;technician;147;no;single;tertiary;no;no;unknown;2;no
59;management;81;no;divorced;tertiary;no;no;cellular;1;no
33;blue-collar;202;no;married;secondary;no;yes;cellular;1;no
36;admin.;1314;no;married;secondary;no;yes;cellular;3;no
40;blue-collar;-60;no;married;secondary;no;yes;cellular;1;no
53;admin.;0;no;single;primary;no;yes;cellular;1;no
32;admin.;-331;yes;divorced;secondary;no;yes;unknown;3;no
32;blue-collar;1504;no;married;primary;no;yes;cellular;2;no
43;services;2363;no;divorced;unknown;no;yes;cellular;1;no
30;services;773;yes;single;secondary;no;yes;unknown;1;no
31;admin.;941;no;married;secondary;no;yes;cellular;4;no
35;NA;2116;no;single;secondary;no;yes;cellular;2;no
39;services;-971;yes;married;secondary;no;yes;unknown;2;no
57;management;5;no;married;tertiary;no;yes;cellular;1;no
33;self-employed;454;yes;divorced;tertiary;no;no;cellular;1;no
35;management;53;no;married;secondary;no;yes;cellular;1;no
53;management;2578;no;married;tertiary;no;no;cellular;4;no
50;entrepreneur;854;no;married;secondary;no;no;cellular;1;no
46;unemployed;16397;no;married;secondary;no;no;cellular;1;no
35;management;687;no;single;tertiary;no;yes;unknown;2;no
56;retired;1894;no;married;secondary;no;yes;unknown;1;no
54;NA;0;yes;divorced;secondary;no;yes;cellular;1;no
56;NA;1150;yes;married;secondary;no;no;cellular;1;no
43;management;136;no;married;tertiary;no;no;cellular;2;no
40;technician;7313;no;married;secondary;no;yes;cellular;2;no
38;management;-239;no;married;tertiary;no;yes;unknown;2;no
43;management;182;no;married;tertiary;no;no;cellular;1;no
46;technician;1590;no;married;secondary;no;yes;cellular;2;no
29;blue-collar;-565;no;married;secondary;no;yes;unknown;3;no
33;technician;930;no;single;secondary;no;yes;cellular;5;no
49;technician;1091;no;married;secondary;no;no;telephone;2;no
53;blue-collar;NA;no;divorced;secondary;no;yes;cellular;2;no
54;retired;767;NA;single;primary;no;no;unknown;2;no
33;technician;480;no;married;secondary;no;yes;cellular;1;no
39;management;1363;no;married;tertiary;no;no;cellular;3;no
38;admin.;446;no;single;unknown;no;yes;unknown;1;no
49;admin.;167;yes;married;secondary;no;no;cellular;1;no
33;technician;0;no;married;secondary;no;no;cellular;3;no
59;admin.;4196;no;married;secondary;no;no;telephone;2;no
35;admin.;725;no;married;secondary;no;yes;cellular;7;no
40;technician;1716;no;married;secondary;no;yes;cellular;8;no
31;services;-45;no;single;secondary;no;no;unknown;2;no
35;technician;410;no;married;secondary;no;yes;cellular;2;no
42;blue-collar;NA;no;married;primary;no;yes;cellular;4;no
55;self-employed;12159;NA;married;secondary;no;yes;cellular;2;no
33;blue-collar;395;no;married;secondary;no;yes;unknown;1;no
31;technician;969;no;single;tertiary;no;no;cellular;1;no
30;technician;86;no;single;secondary;no;no;unknown;1;no
30;blue-collar;395;no;single;primary;no;no;cellular;1;no
37;blue-collar;0;no;married;secondary;no;yes;cellular;1;no
30;technician;NA;no;single;tertiary;no;no;cellular;2;no
47;admin.;829;yes;married;secondary;no;yes;unknown;1;no
41;technician;-15;no;married;tertiary;no;yes;cellular;1;no
44;technician;135;no;married;secondary;no;yes;cellular;3;no
59;management;1585;no;married;tertiary;no;no;telephone;5;no
29;technician;-910;no;married;secondary;no;yes;cellular;1;no
51;services;8806;no;married;primary;no;yes;unknown;1;no
32;blue-collar;43;no;married;secondary;no;yes;unknown;2;no
36;blue-collar;136;no;married;secondary;no;yes;unknown;2;no
30;NA;1195;no;married;tertiary;no;no;cellular;2;no
34;housemaid;11219;no;married;tertiary;no;no;cellular;1;no
42;blue-collar;2003;no;married;primary;no;yes;cellular;3;no
37;technician;494;no;married;secondary;no;yes;cellular;2;no
42;NA;419;no;single;secondary;no;no;cellular;3;no
31;services;-82;no;married;unknown;no;yes;cellular;31;no
34;admin.;NA;no;single;tertiary;no;yes;cellular;2;no
32;self-employed;14522;no;married;tertiary;no;no;cellular;7;no
46;technician;3455;no;divorced;secondary;no;yes;unknown;2;no
32;blue-collar;1076;no;married;primary;no;yes;unknown;1;no
37;admin.;-261;yes;single;secondary;no;no;cellular;1;no
39;management;309;no;married;tertiary;no;no;cellular;14;no
37;management;655;yes;single;secondary;no;no;cellular;6;no
32;self-employed;102;no;married;tertiary;no;no;cellular;5;no
NA;blue-collar;213;no;married;secondary;no;yes;unknown;2;no
50;self-employed;202;no;married;tertiary;no;yes;cellular;1;no
57;management;0;no;married;unknown;no;no;cellular;1;no
37;admin.;22;no;single;secondary;no;yes;cellular;2;no
NA;entrepreneur;179;no;divorced;secondary;no;no;cellular;2;no
37;unemployed;4769;no;married;secondary;no;no;cellular;1;no
32;blue-collar;-6;no;married;primary;no;yes;cellular;2;no
30;management;19358;no;single;tertiary;no;no;cellular;2;no
27;blue-collar;5563;no;single;secondary;no;yes;unknown;2;no
36;management;6641;no;married;tertiary;no;no;cellular;4;no
34;management;747;NA;single;tertiary;no;no;cellular;2;no
53;NA;49;no;married;primary;no;no;unknown;1;no
58;management;287;no;married;tertiary;no;yes;cellular;8;no
31;admin.;437;yes;single;secondary;no;yes;unknown;14;no
38;NA;1313;no;married;secondary;no;no;unknown;2;no
32;NA;597;yes;single;tertiary;no;no;cellular;1;no
31;services;418;yes;married;secondary;no;yes;cellular;1;no
59;admin.;-41;yes;divorced;secondary;no;yes;unknown;1;no
41;blue-collar;449;no;married;primary;no;yes;cellular;6;no
33;technician;3572;no;married;secondary;no;yes;cellular;2;no
52;management;2428;no;married;tertiary;no;yes;cellular;1;no
36;entrepreneur;177;no;married;primary;no;yes;unknown;5;no
NA;management;80;no;married;secondary;no;no;cellular;3;no
39;services;1048;no;single;secondary;no;yes;cellular;1;no
36;management;3874;NA;married;tertiary;no;no;cellular;6;no
30;management;5381;no;married;tertiary;no;no;cellular;1;no
32;management;17;no;single;tertiary;no;no;cellular;4;no
47;blue-collar;4040;no;married;primary;no;no;cellular;5;no
38;management;427;no;single;tertiary;no;yes;cellular;3;no
51;management;385;no;married;tertiary;no;no;cellular;2;no
27;services;266;yes;single;secondary;no;no;cellular;1;no
58;retired;1411;no;single;tertiary;no;yes;cellular;2;no
56;management;7747;no;married;primary;no;no;unknown;2;no
40;blue-collar;2129;no;married;primary;no;yes;cellular;3;no
47;entrepreneur;318;no;married;secondary;no;no;cellular;2;no
23;blue-collar;105;no;single;secondary;no;yes;unknown;2;no
46;blue-collar;2603;yes;married;secondary;no;yes;cellular;3;no
57;services;443;no;married;primary;no;no;telephone;1;no
40;services;-116;no;married;secondary;no;yes;unknown;3;no
30;admin.;285;no;married;tertiary;no;no;cellular;2;no
58;retired;5092;no;married;primary;no;no;unknown;6;no
36;blue-collar;719;no;divorced;secondary;no;yes;unknown;1;no
37;blue-collar;0;no;married;primary;no;yes;unknown;1;no
51;blue-collar;2095;yes;married;primary;no;yes;cellular;4;no
30;blue-collar;-390;no;single;secondary;no;yes;cellular;1;no
39;technician;108;no;married;tertiary;no;no;cellular;3;no
33;blue-collar;1134;NA;married;secondary;no;yes;unknown;2;no
60;blue-collar;228;no;married;primary;no;yes;unknown;11;no
29;self-employed;1;no;married;tertiary;no;no;cellular;3;no
31;admin.;0;yes;married;secondary;no;yes;cellular;3;no
52;management;1453;no;married;tertiary;no;no;telephone;21;no
30;admin.;28;no;single;secondary;no;no;unknown;1;no
47;blue-collar;1388;no;married;secondary;no;yes;cellular;2;no
46;management;0;yes;divorced;tertiary;no;no;cellular;6;no
31;technician;0;no;married;tertiary;no;no;cellular;2;no
29;blue-collar;15;no;married;secondary;no;no;cellular;1;no
34;services;22;no;married;secondary;no;yes;unknown;1;no
NA;services;983;no;married;secondary;no;no;cellular;1;no
60;NA;2879;no;married;secondary;no;yes;cellular;1;no
51;services;-553;no;married;primary;no;yes;unknown;8;no
31;housemaid;596;no;single;tertiary;no;no;telephone;1;no
33;blue-collar;1402;no;married;secondary;no;no;cellular;5;no
53;admin.;NA;yes;divorced;secondary;no;yes;cellular;1;no
45;admin.;46;NA;married;secondary;no;yes;cellular;1;no
51;management;0;yes;married;tertiary;no;yes;unknown;5;no
30;management;1636;no;single;tertiary;no;no;unknown;2;no
58;blue-collar;96;no;married;primary;no;no;unknown;3;no
26;blue-collar;-295;no;single;primary;no;yes;cellular;1;no
37;services;1;no;married;secondary;no;no;unknown;2;no
47;management;60;no;married;tertiary;no;no;unknown;7;no
28;management;84;yes;married;tertiary;yes;no;cellular;21;no
28;blue-collar;4287;no;married;secondary;no;no;cellular;1;no
43;management;1;yes;divorced;tertiary;no;yes;unknown;8;no
43;services;192;yes;married;secondary;no;yes;unknown;2;no
NA;management;1172;no;married;tertiary;no;yes;cellular;1;no
34;entrepreneur;105;NA;married;tertiary;no;yes;unknown;2;no
36;admin.;4708;no;divorced;tertiary;no;no;cellular;1;no
32;technician;-1;no;single;secondary;no;yes;cellular;1;no
46;management;802;no;married;unknown;no;yes;telephone;1;no
36;technician;22;no;married;secondary;no;no;unknown;1;no
33;management;3301;no;married;tertiary;no;yes;cellular;2;no
48;blue-collar;2227;no;married;primary;no;no;cellular;12;no
58;entrepreneur;2;no;married;secondary;no;no;unknown;1;no
56;housemaid;445;no;married;primary;no;no;cellular;6;no
53;management;241;no;married;tertiary;no;yes;cellular;1;no
41;blue-collar;429;no;married;secondary;no;yes;unknown;1;no
35;admin.;11;no;married;secondary;no;yes;cellular;4;no
NA;management;50;no;married;tertiary;no;no;cellular;5;no
51;admin.;2195;no;divorced;secondary;no;yes;unknown;1;no
40;technician;1270;no;married;secondary;no;no;cellular;2;no
40;technician;2394;no;divorced;secondary;no;no;unknown;4;no
44;services;3536;no;married;secondary;no;no;cellular;6;no
37;blue-collar;-4;yes;married;secondary;no;yes;unknown;1;no
49;entrepreneur;NA;yes;married;secondary;no;no;telephone;2;no
56;retired;5879;NA;married;secondary;no;no;unknown;3;no
25;student;469;no;single;secondary;no;no;cellular;1;no
29;management;502;no;single;tertiary;no;no;cellular;2;no
35;admin.;777;yes;single;tertiary;no;no;cellular;1;no
41;entrepreneur;1588;NA;divorced;secondary;no;yes;unknown;8;no
38;blue-collar;376;no;married;secondary;no;yes;unknown;1;no
61;housemaid;848;no;married;primary;no;no;cellular;1;no
36;technician;-393;no;married;secondary;no;no;telephone;4;no
52;blue-collar;4660;no;married;primary;no;no;cellular;3;no
31;technician;176;no;single;tertiary;no;no;cellular;4;no
33;unemployed;3335;no;married;tertiary;no;no;cellular;1;no
49;blue-collar;-167;no;married;primary;no;no;cellular;1;no
45;technician;1591;no;single;tertiary;no;no;cellular;4;no
71;retired;2064;no;married;secondary;no;no;cellular;2;no
34;management;1310;yes;single;tertiary;no;no;cellular;3;no
33;admin.;1221;no;single;secondary;no;yes;unknown;1;no
28;blue-collar;-26;yes;married;secondary;no;no;cellular;1;no
52;technician;337;no;married;secondary;no;yes;cellular;1;no
54;blue-collar;2440;yes;married;primary;no;no;cellular;1;no
51;blue-collar;0;no;married;unknown;no;yes;telephone;4;no
59;retired;25947;no;married;secondary;no;no;cellular;2;no
NA;admin.;NA;no;single;tertiary;no;no;cellular;1;no
35;technician;4;no;married;tertiary;no;yes;cellular;1;no
49;blue-collar;1032;no;married;primary;no;yes;unknown;5;no
33;technician;8;no;married;secondary;no;no;cellular;2;no
30;self-employed;3137;no;single;tertiary;no;yes;cellular;7;no
46;services;-522;no;married;secondary;no;yes;cellular;2;no
43;services;21;no;single;secondary;no;no;cellular;3;no
28;blue-collar;455;no;single;secondary;no;yes;cellular;1;no
41;blue-collar;4;no;married;primary;no;no;cellular;5;no
60;housemaid;1412;no;divorced;primary;no;no;cellular;4;no
49;blue-collar;141;no;married;secondary;no;no;cellular;1;no
30;technician;6619;NA;single;tertiary;no;yes;cellular;8;no
45;unemployed;0;no;married;primary;no;yes;cellular;2;no
47;management;0;no;single;tertiary;no;no;cellular;2;no
29;blue-collar;202;no;single;secondary;no;no;cellular;2;no
59;admin.;2552;yes;married;secondary;no;no;cellular;3;no
27;technician;276;no;married;tertiary;no;no;unknown;2;no
37;technician;0;no;married;secondary;yes;no;unknown;1;no
25;technician;86;yes;divorced;secondary;no;no;cellular;2;no
39;technician;507;no;divorced;secondary;no;no;cellular;4;no
35;blue-collar;602;no;married;primary;no;yes;cellular;6;no
77;retired;1492;no;married;primary;no;no;telephone;1;no
NA;retired;0;no;divorced;secondary;no;no;unknown;5;no
NA;management;2117;no;single;tertiary;no;no;cellular;2;no
50;blue-collar;71;no;married;primary;no;yes;unknown;1;no
27;management;843;no;single;secondary;no;no;cellular;2;no
46;blue-collar;229;no;married;secondary;no;yes;cellular;1;no
51;admin.;176;no;married;secondary;no;no;cellular;1;no
58;retired;NA;no;married;secondary;no;no;cellular;4;no
42;entrepreneur;169;no;married;secondary;no;yes;telephone;4;no
27;technician;58;no;married;secondary;no;yes;unknown;1;no
34;technician;179;no;single;secondary;no;no;cellular;3;no
31;admin.;50;NA;single;secondary;no;no;cellular;1;no
39;blue-collar;11854;no;married;secondary;no;yes;cellular;9;no
42;admin.;1022;no;single;secondary;no;yes;unknown;2;no
44;entrepreneur;692;no;married;secondary;no;no;unknown;4;no
51;management;1937;no;divorced;tertiary;no;yes;cellular;4;no
50;admin.;26;yes;single;secondary;no;no;telephone;4;no
32;blue-collar;0;yes;married;primary;no;yes;cellular;2;no
45;blue-collar;900;no;married;primary;no;yes;unknown;1;no
29;NA;260;no;single;secondary;no;yes;cellular;2;no
53;blue-collar;-634;no;married;secondary;yes;no;cellular;3;no
29;services;NA;no;married;secondary;no;yes;cellular;3;no
57;admin.;1694;no;married;primary;no;yes;telephone;1;no
41;blue-collar;167;no;married;secondary;no;no;unknown;1;no
58;technician;4299;no;married;secondary;no;yes;unknown;3;no
52;housemaid;135;no;married;primary;no;no;cellular;9;no
44;admin.;40;yes;married;unknown;no;no;unknown;2;no
34;blue-collar;479;no;married;primary;no;no;cellular;1;no
44;management;1945;no;married;tertiary;no;no;unknown;1;no
56;technician;1062;no;married;tertiary;no;no;unknown;2;no
36;entrepreneur;0;no;married;tertiary;no;no;unknown;3;no
45;management;2406;no;divorced;tertiary;no;no;cellular;2;no
NA;management;337;no;married;tertiary;no;no;cellular;2;no
49;management;413;yes;married;tertiary;no;no;cellular;4;no
37;blue-collar;362;no;married;secondary;no;yes;unknown;2;no
44;blue-collar;284;no;divorced;unknown;no;no;cellular;4;no
40;blue-collar;-66;no;married;primary;no;yes;unknown;1;no
28;technician;922;no;single;secondary;no;yes;cellular;1;no
39;services;93;no;married;secondary;no;yes;cellular;4;no
40;technician;693;no;single;tertiary;no;no;cellular;1;no
33;management;307;no;single;tertiary;no;no;cellular;6;no
37;management;427;no;single;tertiary;no;yes;unknown;1;no
36;NA;5024;no;married;secondary;no;no;unknown;1;no
39;blue-collar;463;no;divorced;unknown;no;yes;cellular;1;no
NA;technician;4130;no;single;tertiary;no;no;cellular;2;no
48;management;190;no;married;tertiary;no;no;cellular;22;no
51;technician;2682;no;married;secondary;no;no;unknown;1;no
35;technician;144;yes;single;tertiary;no;yes;cellular;4;no
40;blue-collar;1938;no;married;secondary;no;yes;cellular;1;no
40;admin.;90;no;single;secondary;no;yes;unknown;4;no
37;admin.;10465;NA;married;secondary;no;no;unknown;6;no
43;blue-collar;917;no;married;secondary;no;yes;cellular;2;no
48;management;1744;no;married;primary;no;no;unknown;1;no
46;admin.;1198;yes;divorced;secondary;no;yes;cellular;1;no
34;services;371;no;single;tertiary;no;no;unknown;1;no
52;management;575;no;married;tertiary;no;no;unknown;1;no
57;management;123;no;married;secondary;no;no;cellular;2;no
36;services;145;NA;married;secondary;no;yes;cellular;1;no
33;blue-collar;312;no;married;secondary;no;yes;unknown;2;no
30;technician;893;no;single;secondary;no;no;cellular;3;no
34;management;NA;no;married;tertiary;no;yes;unknown;3;no
NA;NA;0;no;single;tertiary;no;yes;unknown;1;no
34;blue-collar;186;no;single;secondary;no;no;cellular;1;no
32;technician;-114;no;single;secondary;no;no;cellular;2;no
30;blue-collar;228;no;single;secondary;no;no;cellular;1;no
33;housemaid;0;no;married;primary;no;no;cellular;2;no
31;NA;279;no;single;tertiary;no;yes;unknown;1;no
33;admin.;NA;no;single;secondary;no;no;cellular;1;no
48;technician;2328;no;divorced;tertiary;no;no;cellular;7;no
38;technician;728;no;married;secondary;no;yes;cellular;1;no
53;NA;4380;no;married;secondary;no;no;telephone;7;no
36;blue-collar;0;no;married;secondary;no;no;cellular;1;no
37;NA;5432;yes;married;tertiary;no;yes;unknown;1;no
36;blue-collar;222;no;married;secondary;no;yes;unknown;1;no
39;blue-collar;3832;no;married;secondary;no;yes;unknown;13;no
50;admin.;715;no;married;secondary;no;no;cellular;13;no
49;blue-collar;6215;no;married;primary;no;yes;cellular;1;no
41;services;2085;no;married;secondary;no;yes;unknown;4;no
32;services;1398;yes;married;secondary;no;yes;cellular;1;no
30;unemployed;463;no;single;tertiary;no;no;cellular;4;no
NA;management;-337;yes;married;tertiary;yes;no;cellular;2;no
25;self-employed;1182;no;married;tertiary;no;yes;unknown;2;no
27;services;94;no;married;secondary;no;yes;unknown;2;no
28;student;NA;no;single;secondary;no;no;cellular;1;no
47;management;4556;no;divorced;tertiary;no;yes;unknown;1;no
39;management;373;no;divorced;tertiary;no;no;cellular;4;no
28;admin.;170;yes;married;secondary;no;yes;unknown;1;no
45;technician;146;no;divorced;secondary;no;no;cellular;1;no
30;management;1384;no;married;tertiary;no;yes;telephone;2;no
48;blue-collar;595;no;married;primary;no;no;cellular;1;no
60;blue-collar;4903;yes;married;primary;no;no;unknown;1;no
48;entrepreneur;4037;no;married;secondary;no;no;unknown;1;no
