DEFAULT;GENDER;AGE;CITIZEN;PART;INCOME;BALANCE
No;Male;44;DE;No;37,706.9;563.1
No;Female;44;DE;No;43,633.0;383.4
No;Male;37;FR;No;35,372.6;507.2
No;Male;41;UK;Yes;13,066.8;287.2
No;Female;36;FR;Yes;21,047.8;567.0
Yes;Male;37;GE;No;37,899.5;1,573.2
No;Male;39;SP;No;42,237.2;828.7
No;Female;35;DE;No;35,592.3;831.4
No;Male;40;GR;No;48,202.9;742.0
No;Male;38;UK;No;40,138.0;259.4
No;Male;41;GE;No;50,652.7;566.1
Yes;Female;35;GE;Yes;19,370.6;1,819.2
No;Female;36;GR;No;45,921.6;182.1
No;Female;42;SP;No;33,798.8;498.2
No;Male;36;FR;No;36,225.8;1,188.0
No;Male;46;DE;No;22,078.3;5.0
No;Male;48;GE;No;35,719.7;546.3
No;Male;37;DE;No;37,318.8;753.1
Yes;Male;28;FR;Yes;22,030.8;2,179.7
No;Male;41;FR;No;30,840.9;1,493.8
No;Male;40;SP;Yes;16,789.0;716.1
No;Male;36;GE;No;33,701.7;833.9
No;Female;43;GR;No;51,715.7;1,229.3
No;Male;41;GR;No;47,718.7;880.3
No;Female;45;GR;Yes;17,828.2;538.5
No;Male;39;FR;No;47,721.5;6.2
No;Female;41;UK;Yes;15,076.4;1,456.1
No;Male;39;FR;Yes;25,366.9;263.6
No;Female;35;UK;No;36,174.0;6.1
No;Male;35;SP;No;35,832.0;6.3
No;Male;38;UK;No;30,587.9;1,510.5
Yes;Male;36;GR;Yes;17,733.8;1,964.6
No;Male;37;GE;No;43,930.6;891.3
No;Male;37;SP;No;41,290.3;1,403.5
No;Male;35;GE;No;26,133.1;1,470.3
Yes;Male;33;FR;No;37,595.9;1,334.8
No;Male;35;DE;No;34,433.7;487.6
No;Male;39;GE;Yes;20,653.5;770.4
No;Male;41;GE;No;46,959.3;608.7
No;Male;42;GE;No;29,535.2;680.9
No;Male;46;UK;No;48,699.0;521.5
No;Male;37;DE;No;17,923.3;1,255.6
No;Female;33;DE;Yes;15,057.9;1,221.6
Yes;Male;30;IT;No;46,708.4;1,170.6
No;Male;44;FR;No;28,339.5;919.3
No;Male;37;GE;No;37,858.4;764.8
No;Male;37;GE;No;60,713.3;1,109.1
No;Male;45;UK;No;27,633.7;806.4
No;Male;35;FR;No;29,175.2;728.3
No;Female;37;UK;No;38,175.8;5.0
No;Male;40;UK;Yes;21,367.8;483.5
No;Male;38;GE;No;27,066.6;906.4
No;Male;42;FR;No;49,074.7;289.1
No;Male;45;GE;No;35,355.4;1,363.3
No;Male;34;UK;No;40,569.0;562.1
No;Male;40;FR;No;37,911.6;1,000.7
No;Male;45;GE;No;37,677.8;1,131.1
No;Female;38;UK;No;22,811.1;620.4
No;Male;37;UK;Yes;23,758.5;755.7
No;Male;35;GE;No;43,033.0;1,270.5
No;Male;42;PO;Yes;15,484.5;603.0
No;Female;39;FR;No;39,468.9;5.7
No;Female;39;SP;No;41,823.6;674.7
No;Female;35;FR;Yes;20,769.2;1,425.5
No;Male;33;SP;Yes;18,548.5;2,034.3
No;Male;39;FR;Yes;19,555.8;846.0
No;Male;46;UK;Yes;18,350.4;763.5
No;Male;43;SP;No;40,542.7;833.5
No;Male;42;IT;No;40,249.5;938.0
No;Female;33;GE;Yes;17,099.7;1,376.5
No;Male;35;IT;No;23,632.7;983.2
No;Male;37;UK;No;34,253.4;269.4
No;Male;38;SP;Yes;18,711.9;870.7
No;Male;40;GE;No;31,213.5;149.3
No;Male;37;HO;No;31,273.8;1,054.3
No;Male;37;SP;No;43,265.8;1,082.4
No;Male;50;UK;No;45,946.1;182.0
No;Male;35;GE;No;35,036.8;728.5
No;Female;37;FR;No;36,324.9;428.3
Yes;Male;29;IT;Yes;18,082.3;1,871.7
No;Female;41;SP;No;50,937.6;1,175.2
No;Female;40;FR;No;37,068.2;757.5
No;Male;48;IT;Yes;11,562.2;5.3
No;Male;42;GE;No;31,226.3;369.7
No;Male;40;SP;No;31,376.3;1,158.5
Yes;Male;37;IT;No;42,201.1;2,187.3
No;Male;34;DE;No;45,879.1;866.7
Yes;Male;32;GE;Yes;25,556.5;1,359.2
No;Male;37;FR;No;37,588.3;9.4
No;Female;35;FR;No;55,083.3;958.8
No;Female;40;UK;Yes;21,678.2;1,108.4
No;Male;39;FR;No;29,724.1;358.2
No;Male;41;UK;Yes;14,113.6;1,012.3
No;Male;45;GE;Yes;28,944.1;1,302.7
No;Male;35;GR;Yes;13,926.7;535.5
No;Female;40;GE;No;48,395.2;292.9
No;Male;47;GE;No;42,899.7;745.7
No;Male;42;SP;No;43,707.2;818.5
Yes;Male;34;IT;No;42,079.4;1,770.2
No;Male;39;FR;No;40,250.9;805.7
No;Male;41;SP;Yes;18,087.3;1,306.3
Yes;Male;32;HO;No;55,557.7;1,914.7
No;Male;41;GE;No;26,443.7;219.7
No;Female;36;GE;Yes;22,938.6;1,323.7
No;Female;38;FR;Yes;25,094.0;803.9
No;Female;38;GR;No;37,658.5;1,130.9
No;Male;40;GR;Yes;21,488.9;362.9
No;Female;43;GR;Yes;24,090.6;1,231.7
No;Male;35;UK;No;45,567.5;1,047.5
No;Male;37;HO;Yes;17,332.7;792.3
No;Male;48;DE;No;41,465.9;699.6
No;Male;36;GR;Yes;16,395.7;642.2
No;Male;50;FR;No;30,441.3;1,390.1
No;Male;44;HO;No;64,437.1;1,223.6
No;Male;48;SP;No;36,228.9;1,101.0
No;Female;34;SP;Yes;20,316.8;429.7
No;Female;39;UK;No;51,475.5;835.9
No;Male;42;GE;Yes;9,194.8;1,140.7
No;Male;42;IT;No;28,628.4;653.7
No;Female;43;SP;Yes;17,815.1;1,472.7
No;Male;47;UK;No;30,555.5;519.0
Yes;Male;36;UK;Yes;23,829.2;2,123.0
No;Male;41;UK;No;44,648.6;385.7
No;Female;40;IT;Yes;18,132.9;1,520.9
No;Female;44;UK;No;26,608.2;195.9
No;Female;36;UK;No;39,524.8;1,102.8
No;Male;41;UK;No;50,689.6;820.5
No;Male;38;SP;No;43,431.0;978.9
No;Male;42;UK;No;28,417.6;560.9
No;Male;36;UK;No;46,121.8;311.1
No;Male;41;GE;No;25,210.4;1,356.2
No;Female;40;GE;No;37,868.3;229.2
No;Male;35;PO;No;24,826.0;809.7
No;Male;47;GE;No;43,875.9;1,088.8
No;Male;36;GR;No;51,095.2;315.5
No;Female;36;GR;No;35,450.2;283.1
No;Male;32;IT;No;42,677.8;1,143.0
No;Male;33;FR;No;25,537.7;952.0
No;Male;44;HO;No;38,046.1;1,419.9
No;Female;33;SP;No;35,569.7;371.8
No;Female;46;GE;No;42,124.9;438.6
No;Male;45;PO;No;36,222.0;1,190.0
No;Male;44;GE;No;59,279.5;5.0
No;Male;35;SP;No;49,393.2;361.3
No;Male;35;GR;Yes;11,784.3;885.2
No;Male;38;GE;Yes;24,420.4;1,051.4
No;Male;37;HO;No;40,229.3;691.8
No;Male;39;IT;No;36,078.0;1,650.5
No;Male;40;FR;No;36,781.2;337.3
No;Male;38;SP;Yes;18,336.6;634.5
No;Male;43;HO;Yes;15,894.4;400.9
No;Male;39;UK;No;37,398.5;495.0
No;Male;40;FR;No;53,644.7;625.8
No;Male;42;GE;No;38,193.1;566.7
No;Male;36;GE;Yes;18,489.4;721.7
No;Female;37;UK;No;48,046.7;1,063.3
No;Male;37;UK;No;33,884.5;1,251.9
No;Male;41;DE;No;33,532.1;1,213.5
No;Female;37;GE;No;48,446.7;637.0
Yes;Male;43;SP;No;40,217.2;1,495.1
No;Female;38;GE;No;42,447.9;91.6
No;Female;44;SP;No;45,482.2;1,056.0
No;Male;38;GE;No;37,394.0;492.9
Yes;Male;40;GE;No;37,111.8;1,508.0
No;Male;41;FR;Yes;21,435.0;663.0
No;Male;40;UK;No;40,908.2;453.6
No;Male;39;HO;No;57,258.9;1,167.1
No;Female;45;UK;Yes;764.2;1,270.3
No;Male;40;GE;No;43,822.4;1,455.3
No;Male;37;GR;No;36,713.8;1,476.6
No;Male;38;FR;No;46,039.3;998.8
No;Male;35;GE;No;30,275.3;5.0
No;Male;41;SP;Yes;19,315.6;1,204.7
No;Male;43;FR;No;45,520.0;851.0
No;Female;41;FR;No;45,355.5;803.7
No;Male;36;IT;No;40,983.0;541.6
Yes;Male;31;IT;No;58,279.8;2,146.3
No;Male;49;FR;No;50,260.6;1,057.8
No;Male;41;UK;No;49,089.1;1,225.0
No;Male;42;GE;No;44,373.3;728.6
No;Male;36;DE;No;32,905.0;665.3
No;Male;37;FR;Yes;26,116.8;1,143.5
No;Male;36;UK;No;40,800.8;1,208.7
No;Male;41;UK;No;47,917.7;483.4
No;Male;39;UK;No;46,407.3;1,229.9
No;Male;35;GE;Yes;24,452.0;584.8
No;Male;50;FR;No;46,728.4;630.1
No;Male;48;GE;No;49,550.1;881.0
No;Male;39;GE;No;27,809.8;587.1
No;Male;40;FR;No;43,643.8;980.9
No;Male;37;GE;No;35,052.3;1,339.4
No;Male;35;FR;No;47,262.3;1,109.2
No;Male;39;GE;No;31,508.6;1,437.3
No;Male;40;FR;Yes;9,263.0;835.7
No;Male;37;FR;No;58,511.9;351.9
No;Male;39;DE;Yes;13,275.7;1,583.9
No;Male;41;SP;No;40,355.6;979.4
No;Male;38;GR;No;25,184.1;1,184.9
No;Male;40;FR;No;30,960.4;993.0
No;Male;38;UK;Yes;8,542.5;1,259.1
No;Male;38;GR;No;40,989.5;542.5
No;Male;37;UK;No;49,466.7;781.6
No;Female;35;UK;No;40,365.8;582.1
No;Male;41;SP;Yes;22,425.6;754.9
No;Male;41;GR;No;46,049.8;812.3
No;Male;43;UK;No;20,171.9;1,440.4
No;Male;37;FR;No;48,635.5;1,143.5
No;Male;35;DE;No;37,122.7;1,004.2
No;Male;43;PO;No;31,405.4;101.5
No;Female;34;GE;Yes;15,071.8;977.2
Yes;Male;36;GE;Yes;15,559.2;1,957.6
No;Male;39;FR;No;52,198.4;922.6
No;Male;39;GE;No;39,992.8;71.4
No;Male;36;GE;Yes;11,060.6;1,382.2
No;Male;34;UK;No;40,243.4;615.6
No;Female;36;GE;No;55,214.7;1,614.1
No;Male;39;GE;No;24,986.1;608.4
Yes;Male;26;FR;Yes;19,161.6;1,806.4
Yes;Male;40;UK;No;29,430.0;1,969.3
No;Male;44;GE;No;20,457.6;727.5
No;Female;33;UK;No;42,109.1;1,558.2
No;Male;41;UK;No;30,498.5;33.5
No;Male;37;UK;No;54,996.5;418.5
No;Male;35;FR;Yes;17,881.5;626.5
Yes;Female;31;UK;No;35,134.2;2,008.5
No;Female;36;GE;No;45,157.6;1,212.2
Yes;Male;38;GE;Yes;19,174.9;1,568.0
No;Male;37;UK;No;40,283.7;174.1
No;Male;37;SP;No;51,683.3;626.3
No;Female;43;SP;No;20,953.7;136.8
No;Male;39;GE;No;28,221.6;5.2
No;Male;41;IT;No;52,342.6;637.4
No;Male;38;DE;Yes;17,779.0;711.6
Yes;Male;29;UK;No;47,055.8;1,505.3
Yes;Male;28;SP;Yes;19,261.9;1,276.2
No;Female;39;GE;Yes;22,373.7;823.9
No;Male;38;SP;Yes;17,572.2;5.0
No;Female;42;GE;Yes;17,990.5;1,766.1
No;Male;38;DE;Yes;17,284.9;945.2
No;Male;41;GE;No;40,389.6;1,711.1
No;Female;38;DE;Yes;13,151.2;817.5
No;Male;41;UK;No;31,728.1;416.9
No;Female;36;SP;No;27,635.0;805.8
Yes;Male;32;IT;Yes;25,396.5;1,422.9
No;Male;34;IT;No;43,707.3;680.1
No;Male;41;UK;No;45,571.8;1,195.4
No;Male;40;UK;No;26,370.2;808.5
No;Male;37;UK;No;47,236.4;5.5
No;Female;36;GE;No;69,544.9;1,029.7
Yes;Male;35;UK;No;44,258.8;1,289.4
Yes;Male;30;FR;No;56,179.4;1,026.4
No;Male;37;HO;No;50,524.0;552.3
No;Male;46;IT;No;42,355.4;712.5
No;Male;34;HO;No;46,196.8;624.0
No;Male;37;UK;No;24,053.2;1,829.7
No;Female;43;FR;Yes;18,610.7;1,034.4
No;Male;45;FR;Yes;17,527.9;1,083.5
No;Male;44;GE;Yes;14,348.5;1,380.0
No;Male;38;GE;No;36,122.3;450.6
No;Female;40;UK;No;61,063.3;1,157.6
No;Female;37;HO;No;36,133.7;231.0
No;Female;38;GE;No;58,357.2;811.9
Yes;Male;36;GE;No;39,400.4;1,826.9
No;Male;39;GR;Yes;14,820.2;780.1
Yes;Female;34;FR;No;40,121.5;1,806.0
No;Female;41;DE;Yes;18,315.6;710.5
No;Male;40;IT;No;41,919.9;1,506.0
Yes;Male;35;UK;No;24,149.9;1,802.3
Yes;Male;34;FR;Yes;23,514.1;2,143.6
No;Male;37;GE;Yes;25,352.8;262.3
No;Female;42;FR;Yes;21,178.2;451.2
No;Male;35;FR;No;46,848.5;569.9
No;Male;38;UK;No;50,503.6;1,462.5
No;Female;41;FR;No;50,653.4;567.8
No;Male;36;UK;No;32,117.2;852.6
No;Female;44;UK;No;37,803.1;1,431.2
No;Male;42;GE;No;40,046.3;1,265.9
No;Female;37;GR;No;37,660.7;1,280.6
No;Male;48;FR;No;34,910.1;817.1
No;Male;41;GE;No;45,906.9;790.3
No;Male;36;UK;No;40,744.0;749.3
No;Male;44;IT;No;40,977.5;1,047.4
No;Male;41;SP;No;40,122.6;240.5
No;Male;36;SP;No;58,737.0;1,864.9
Yes;Male;30;UK;No;25,053.8;1,665.8
No;Male;33;GE;No;53,294.6;1,413.6
Yes;Male;35;FR;No;51,719.0;1,564.2
No;Female;43;GE;No;30,178.8;1,345.4
No;Male;47;SP;No;29,581.7;1,464.6
No;Male;44;DE;No;28,050.0;811.2
No;Male;41;UK;No;45,950.5;450.2
No;Female;34;GE;Yes;13,708.8;376.0
No;Female;40;HO;No;46,162.1;908.9
No;Male;47;SP;No;35,751.0;544.1
No;Male;37;UK;No;30,638.7;366.1
No;Male;41;GR;Yes;17,124.2;1,290.6
No;Male;36;GE;No;31,343.9;380.1
No;Male;48;SP;Yes;16,140.8;625.3
No;Male;48;IT;No;53,334.3;918.9
No;Male;35;FR;No;56,101.7;543.6
No;Male;45;UK;No;40,231.8;674.9
No;Male;39;GE;No;39,000.9;450.1
No;Male;39;GE;No;28,860.0;1,074.0
No;Male;42;UK;No;39,626.7;462.9
No;Male;53;GE;Yes;21,880.2;5.5
No;Male;42;GE;Yes;24,715.3;421.0
No;Female;47;GE;No;42,290.8;1,493.0
No;Male;42;SP;No;43,567.8;576.5
No;Male;53;FR;Yes;28,468.6;267.6
Yes;Female;35;UK;No;51,581.2;1,751.3
No;Female;48;UK;No;55,655.8;192.2
Yes;Male;36;GE;No;61,471.6;1,644.9
Yes;Male;29;UK;No;43,684.4;1,301.2
No;Male;42;GR;No;45,286.3;705.4
No;Female;42;GE;No;44,527.1;844.0
No;Male;40;UK;No;27,447.0;254.4
No;Female;37;SP;No;23,990.4;768.3
No;Male;50;GE;Yes;13,564.6;1,128.2
No;Female;34;GE;No;29,833.8;593.5
No;Female;39;IT;No;48,815.2;1,215.3
No;Male;40;GE;No;36,562.9;326.0
No;Female;35;GR;No;61,432.4;1,626.2
No;Female;37;GE;No;46,078.3;363.5
No;Male;40;DE;No;33,062.6;1,022.5
No;Female;44;FR;No;37,269.3;931.4
No;Male;37;IT;No;42,693.0;1,097.1
No;Female;38;GR;No;32,112.6;935.1
No;Female;35;UK;No;45,540.0;1,356.2
No;Male;43;DE;No;32,720.4;5.1
Yes;Female;31;FR;No;37,770.1;1,144.7
No;Male;47;GE;Yes;16,410.5;820.8
No;Male;44;IT;No;41,893.2;788.6
No;Male;40;FR;Yes;20,673.5;713.7
No;Male;46;GR;Yes;15,884.0;685.4
No;Female;45;UK;No;35,576.7;830.5
No;Male;35;UK;No;57,149.2;434.4
No;Male;38;UK;No;47,103.1;1,375.2
No;Male;39;GR;Yes;18,282.3;832.1
No;Male;44;HO;No;52,973.1;1,662.8
No;Male;36;GR;Yes;16,594.9;983.5
No;Male;34;GR;No;44,856.4;980.6
Yes;Male;36;GR;No;39,055.0;1,964.3
No;Female;41;FR;No;34,014.7;528.3
Yes;Male;28;SP;Yes;21,329.4;2,321.7
No;Male;36;IT;Yes;26,061.2;815.8
Yes;Male;40;FR;No;58,605.0;2,038.7
No;Male;37;SP;Yes;22,711.3;1,112.5
No;Female;37;DE;No;30,141.1;280.6
No;Female;36;UK;No;40,811.8;1,210.8
No;Male;37;GR;Yes;16,453.2;1,198.5
No;Male;37;FR;Yes;18,084.1;1,212.1
No;Male;37;GR;Yes;10,142.6;493.1
No;Male;41;DE;Yes;15,987.4;860.1
No;Female;35;UK;No;38,525.5;1,467.6
No;Male;48;GE;Yes;20,893.1;1,203.7
Yes;Male;32;UK;Yes;15,787.9;1,499.7
No;Male;39;GE;No;42,298.9;464.1
Yes;Male;33;UK;No;37,384.2;2,054.2
No;Male;40;UK;No;56,806.8;1,216.9
No;Male;37;GE;No;37,572.2;552.3
Yes;Female;41;IT;No;56,273.1;1,549.9
No;Male;42;FR;No;25,087.2;435.2
No;Female;36;FR;No;56,265.7;77.2
No;Male;39;GE;No;27,606.8;530.8
Yes;Male;33;GE;No;40,735.1;2,220.6
Yes;Female;37;GE;No;44,269.6;1,822.7
No;Male;39;GE;Yes;27,947.2;1,315.4
No;Male;47;GR;No;29,219.2;429.4
No;Male;41;UK;No;21,755.4;198.1
No;Female;40;GE;Yes;16,274.8;612.3
No;Female;43;UK;Yes;22,019.0;1,343.4
Yes;Male;39;FR;No;48,683.1;1,514.7
No;Female;36;DE;No;50,320.0;678.0
No;Male;39;GE;Yes;17,930.0;1,223.7
No;Male;41;GE;No;32,464.0;955.2
No;Male;59;GE;No;57,373.1;933.8
No;Male;40;SP;Yes;20,944.5;1,143.8
No;Female;36;UK;No;54,903.0;5.5
No;Male;43;IT;Yes;17,239.6;1,384.1
No;Male;40;GR;No;33,512.3;481.3
No;Female;45;GE;No;26,582.5;455.8
No;Male;34;FR;No;48,882.3;1,321.3
No;Male;35;DE;No;32,946.3;1,561.5
No;Male;43;GE;Yes;8,063.6;1,337.5
No;Female;41;IT;No;38,396.1;611.5
No;Male;41;FR;No;33,695.9;33.5
No;Male;41;GE;Yes;17,806.3;1,114.5
No;Male;42;UK;No;34,838.7;1,345.8
No;Male;40;UK;No;45,049.2;457.7
Yes;Male;28;GR;No;44,638.4;2,094.5
No;Female;35;GR;No;51,172.9;1,443.7
No;Female;40;GE;Yes;16,959.2;1,850.0
No;Male;41;SP;No;39,288.0;614.0
Yes;Male;37;GE;No;35,506.2;1,845.7
No;Male;41;DE;No;34,909.9;313.0
No;Male;38;UK;No;20,186.6;1,438.7
No;Male;34;GE;Yes;16,756.8;1,246.3
No;Male;49;GE;No;50,562.5;600.5
No;Female;37;GE;Yes;21,298.4;1,337.0
No;Male;53;FR;No;44,139.0;480.8
No;Male;37;GR;No;44,451.1;944.2
No;Male;35;FR;No;48,859.4;1,392.3
No;Male;38;GE;No;41,171.4;1,065.6
No;Male;61;GE;Yes;15,687.5;905.8
No;Male;39;FR;No;50,825.1;578.6
No;Female;37;GE;No;27,070.1;529.2
No;Male;47;GE;No;33,142.4;900.4
No;Male;37;GE;Yes;22,702.8;1,130.3
Yes;Male;39;UK;Yes;17,892.7;2,045.4
No;Male;43;SP;Yes;18,748.5;853.7
No;Male;39;GR;No;33,400.7;1,126.3
No;Male;37;SP;No;44,719.7;1,092.3
No;Male;33;IT;No;48,700.9;522.1
No;Male;44;UK;No;41,944.7;1,245.1
No;Male;43;GE;No;43,769.4;321.5
No;Male;43;GE;No;36,160.8;610.6
No;Female;41;FR;No;32,520.9;691.9
No;Female;48;PO;No;39,228.7;783.0
No;Female;31;UK;No;48,103.8;600.2
Yes;Male;33;FR;Yes;18,205.6;2,167.6
No;Male;43;IT;Yes;13,793.3;671.6
No;Male;39;SP;Yes;19,040.3;179.5
No;Male;36;FR;Yes;20,675.4;1,333.6
No;Female;38;IT;No;57,540.7;682.3
No;Male;42;GR;No;47,735.3;1,138.8
No;Male;37;GE;No;45,905.3;791.0
No;Female;36;IT;No;41,291.1;617.8
No;Male;42;SP;No;33,326.2;1,577.4
No;Male;36;GE;No;42,367.8;466.5
No;Male;41;FR;No;30,283.4;961.4
Yes;Male;37;FR;No;64,148.9;2,023.1
No;Female;37;IT;Yes;12,866.5;788.2
No;Female;42;FR;No;42,257.7;1,566.9
No;Female;35;FR;Yes;12,591.3;484.0
No;Male;35;FR;Yes;19,107.8;905.1
Yes;Male;29;DE;No;23,646.2;1,815.9
No;Male;41;IT;No;38,868.6;529.4
No;Male;39;SP;No;25,557.4;481.6
No;Female;45;FR;Yes;12,052.9;547.2
No;Female;49;GE;No;35,812.6;1,057.8
Yes;Male;40;FR;No;34,704.5;1,328.8
No;Male;40;GE;No;41,515.5;5.0
No;Male;43;GE;No;47,164.9;419.1
No;Male;42;SP;Yes;20,007.1;999.7
No;Male;42;UK;No;51,380.1;995.4
No;Male;39;HO;No;41,540.9;1,336.9
Yes;Male;33;DE;Yes;17,437.6;2,414.0
No;Male;41;GE;No;36,893.2;1,184.0
No;Male;39;GE;Yes;13,990.0;886.3
No;Male;34;UK;No;38,867.0;604.9
No;Male;45;GR;No;51,748.1;1,203.0
No;Male;41;GE;No;32,939.6;5.0
No;Female;41;UK;Yes;18,192.3;514.9
No;Female;39;SP;No;42,256.8;1,587.9
No;Male;36;IT;No;36,009.8;1,070.5
No;Male;43;GE;No;40,499.9;912.0
No;Male;44;FR;No;28,164.4;5.0
No;Male;36;SP;No;43,313.7;1,345.3
No;Male;38;GR;No;42,418.4;774.3
No;Male;36;GR;No;49,934.5;145.7
No;Male;40;IT;Yes;19,971.8;1,204.0
No;Male;40;DE;Yes;11,684.9;293.0
No;Male;44;GE;Yes;25,043.0;1,467.8
No;Male;40;IT;No;29,262.4;244.4
No;Male;49;FR;No;44,497.8;632.4
No;Male;37;GE;Yes;18,745.9;1,297.4
No;Male;47;GE;Yes;15,370.4;365.6
Yes;Male;33;GE;Yes;14,270.3;1,757.9
No;Male;46;GE;Yes;6,740.8;1,220.6
No;Male;38;HO;No;27,874.7;661.4
Yes;Male;29;FR;No;50,983.5;1,292.8
No;Male;43;IT;No;52,838.8;324.9
No;Male;41;GE;Yes;25,343.1;262.6
No;Male;42;DE;No;18,512.0;971.1
Yes;Male;33;UK;No;52,579.5;2,047.7
Yes;Female;44;UK;No;27,588.9;961.8
No;Male;52;GE;No;45,850.6;1,334.7
No;Female;45;SP;No;37,414.5;782.9
No;Male;40;GR;No;31,538.0;1,044.4
No;Male;38;UK;Yes;14,391.3;1,152.2
No;Female;32;FR;No;30,847.6;591.3
No;Female;49;FR;Yes;19,240.8;926.8
No;Male;37;UK;Yes;26,770.1;697.9
No;Male;37;IT;Yes;19,804.2;282.7
No;Male;38;GE;No;44,972.7;1,654.8
No;Male;40;DE;No;26,279.6;6.9
Yes;Female;39;GE;No;50,325.7;1,163.9
No;Female;35;SP;No;17,464.1;143.1
No;Female;36;GE;Yes;14,828.1;624.4
No;Male;36;SP;No;33,310.5;1,576.8
No;Female;51;FR;No;27,877.0;1,115.9
No;Male;44;SP;Yes;21,404.3;702.4
Yes;Male;29;GE;No;57,247.4;1,920.6
No;Male;40;GE;No;33,324.7;950.4
No;Female;43;GE;Yes;16,174.0;675.2
No;Male;41;IT;No;47,821.1;690.7
No;Female;37;UK;No;40,883.8;609.6
Yes;Male;29;DE;No;49,614.4;1,866.2
No;Male;36;SP;No;27,232.8;225.7
No;Female;39;PO;No;25,392.3;373.3
No;Female;41;GE;No;17,537.2;204.1
No;Male;37;UK;No;26,374.8;955.1
Yes;Male;35;FR;No;53,506.3;1,510.6
No;Male;36;FR;No;26,427.1;681.4
No;Male;33;FR;Yes;21,320.8;643.3
No;Female;37;GE;No;34,178.0;833.4
No;Female;41;GE;No;13,401.0;938.5
No;Female;40;GE;Yes;17,443.5;1,295.2
No;Female;33;UK;No;27,089.0;687.1
No;Female;39;PO;No;21,647.0;1,115.6
No;Male;42;FR;Yes;25,939.0;1,076.5
No;Male;34;FR;No;37,251.5;478.1
Yes;Male;36;SP;Yes;17,681.0;1,790.2
No;Male;37;UK;No;37,377.1;193.2
No;Male;36;GR;No;45,538.2;753.2
No;Female;44;PO;No;42,492.3;624.5
No;Male;36;IT;No;37,651.2;255.3
No;Male;42;FR;Yes;14,655.8;616.4
No;Male;36;DE;No;46,126.0;695.5
No;Male;37;FR;Yes;14,973.0;1,110.5
No;Female;39;SP;No;40,217.9;616.4
No;Male;40;UK;No;32,362.3;1,223.0
No;Male;32;SP;No;51,420.3;299.8
No;Female;40;UK;No;40,871.6;1,258.8
No;Male;47;GR;No;43,136.5;458.2
No;Male;42;FR;No;36,313.6;1,569.9
No;Male;38;FR;No;52,332.8;638.2
No;Male;47;GE;No;51,695.5;500.4
Yes;Female;38;UK;No;37,217.1;1,118.6
No;Male;41;GR;Yes;9,786.7;809.1
No;Male;46;IT;No;46,473.5;692.8
No;Male;38;FR;Yes;27,711.5;797.5
No;Male;46;PO;No;48,322.3;706.7
No;Female;43;GE;Yes;15,682.3;5.0
No;Male;38;UK;No;48,317.2;1,740.1
No;Female;39;GE;No;36,377.4;337.7
No;Male;39;PO;No;40,385.8;933.6
No;Male;47;SP;Yes;26,049.5;1,515.2
No;Female;42;IT;No;37,417.3;1,283.5
Yes;Male;35;GE;No;23,231.6;1,321.6
No;Male;41;GR;Yes;20,395.0;814.4
No;Female;32;GR;No;29,952.9;1,178.4
No;Male;37;GE;Yes;15,345.7;854.7
No;Male;43;DE;No;40,324.3;695.6
No;Female;38;IT;No;50,752.2;376.6
No;Male;35;SP;No;40,085.2;111.9
No;Male;37;GR;No;43,776.4;862.4
Yes;Male;31;GE;No;51,504.1;2,023.1
No;Male;45;IT;No;52,546.9;1,293.0
No;Male;48;GE;Yes;17,725.9;581.7
No;Female;37;PO;No;30,466.5;132.8
No;Male;41;IT;No;39,182.5;1,061.4
No;Male;42;FR;No;32,436.2;857.9
No;Male;43;FR;No;35,612.3;462.8
No;Male;39;IT;No;41,349.7;563.3
Yes;Male;31;FR;No;28,245.0;2,133.6
No;Male;36;SP;No;32,905.2;1,705.9
No;Female;42;GE;No;28,524.7;815.9
No;Male;40;GR;Yes;20,216.5;1,582.2
No;Male;36;UK;Yes;17,456.1;1,770.1
No;Male;45;GE;No;30,664.2;997.6
Yes;Female;33;UK;Yes;15,750.4;1,719.4
No;Male;40;IT;No;53,412.4;706.3
No;Female;36;GE;No;54,836.4;674.7
No;Male;44;IT;No;18,133.6;626.5
No;Male;46;UK;No;34,582.3;1,271.9
No;Female;39;SP;No;31,301.2;641.6
No;Male;48;FR;No;49,338.6;347.0
No;Male;44;GE;No;34,389.6;1,026.3
Yes;Male;31;GE;No;44,592.8;1,790.1
No;Male;38;FR;No;30,778.9;1,768.6
No;Female;34;SP;Yes;9,670.2;961.8
Yes;Female;30;FR;No;38,905.0;1,631.0
No;Male;35;IT;No;52,779.0;1,106.3
No;Male;34;FR;Yes;18,132.8;1,848.3
No;Male;34;GE;Yes;12,790.5;962.3
No;Female;40;GR;No;41,003.0;1,143.6
No;Male;38;UK;No;33,682.1;1,131.6
No;Female;42;HO;Yes;18,195.2;990.0
No;Male;41;DE;No;38,200.3;5.0
No;Male;40;SP;No;37,606.8;290.1
No;Female;45;GR;No;32,062.5;474.8
No;Female;43;GE;No;39,067.6;378.7
No;Female;45;FR;Yes;21,317.6;565.2
No;Male;45;GE;No;33,988.9;840.2
No;Male;49;SP;No;40,950.0;742.7
No;Male;41;FR;No;51,389.1;443.8
No;Male;40;SP;No;29,637.0;815.1
No;Male;37;GE;Yes;20,829.4;619.0
No;Male;38;UK;No;41,705.4;574.2
Yes;Female;38;FR;Yes;18,954.9;1,834.7
No;Female;36;GE;No;48,187.7;457.6
